tstamp,age,gender,race,industry,title,annual_salary,currency,country,us_state,city,years_prof_work,years_field_work,education
2021-04-27 11:06:00,45-54,Woman,"Hispanic, Latino, or Spanish origin",Health care,Customer Service Representative,34361,USD,US,Arizona,Phoenix,21 - 30 years,11 - 20 years,College degree
2021-04-27 11:06:00,45-54,Woman,White,Engineering or Manufacturing,Senior Device Engineer,150000,USD,US,Colorado,Boulder,21 - 30 years,21 - 30 years,College degree
2021-04-27 11:06:00,25-34,Woman,White,Hospitality & Events,Graphic Designer,75000,USD,US,New York,New York City,5-7 years,5-7 years,College degree
2021-04-27 11:06:00,35-44,Woman,White,Education (Higher Education),Graduate Student,20000,USD,US,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree
2021-04-27 11:06:00,25-34,Woman,Asian or Asian American,Computing or Tech,Senior Financial Analyst,107220,USD,US,Texas,Austin,8 - 10 years,5-7 years,Master's degree
2021-04-27 11:06:00,45-54,Man,White,Education (Higher Education),Professor,95000,USD,US,Michigan,Detroit,21 - 30 years,11 - 20 years,PhD
2021-04-27 11:06:00,45-54,Woman,White,Sales,Office Manager,42000,USD,US,New Hampshire,Portsmouth,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 11:06:00,25-34,Woman,White,"Accounting, Banking & Finance",Finance Manager,100000,USD,US,New York,New York,5-7 years,5-7 years,Master's degree
2021-04-27 11:06:00,25-34,Woman,White,Education (Higher Education),Associate Director of Donor Relations,75000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Education (Higher Education),Assistant Professor of Law,145000,USD,US,New York,New York City,2 - 4 years,2 - 4 years,PhD
2021-04-27 11:07:00,25-34,Woman,White,"Marketing, Advertising & PR",Content Writer,48000,USD,US,Missouri,Kansas City,5-7 years,5-7 years,Master's degree
2021-04-27 11:07:00,45-54,Woman,White,"Accounting, Banking & Finance",Assistant Director of Finance,75000,USD,US,Illinois,Chicago,21 - 30 years,21 - 30 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Media & Digital,Digital Marketing Specialist,42000,USD,US,Pennsylvania,Scranton,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,Archivist,54000,USD,US,Iowa,Dubuque,21 - 30 years,8 - 10 years,Master's degree
2021-04-27 11:07:00,55-64,Woman,Middle Eastern or Northern African,Computing or Tech,QC Supervisor,60000,USD,US,California,San Diego,31 - 40 years,31 - 40 years,College degree
2021-04-27 11:07:00,55-64,Woman,White,Nonprofits,Content Development Manager,101500,USD,US,District of Columbia,Washington,31 - 40 years,21 - 30 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Academia or Research,Clinical Research Assistant II,36883,USD,US,Massachusetts,Belmont,2 - 4 years,2 - 4 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Media & Digital,news editor,85000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Education (Higher Education),Senior Administrative Assistant ,62000,USD,US,Massachusetts,Cambridge,5-7 years,5-7 years,College degree
2021-04-27 11:07:00,35-44,Man,White,Computing or Tech,Product Manager,130000,USD,US,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,55-64,Woman,White,Education (Higher Education),career services professional,55000,USD,US,Indiana,Indianapolis,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,Government and Public Administration,Project Coordinator,59015,USD,US,New Jersey,Whippany,8 - 10 years,8 - 10 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Business or Consulting,"Associate Manager, Education",71000,USD,US,New York,New York City,5-7 years,5-7 years,College degree
2021-04-27 11:07:00,45-54,Woman,White,Social Work,Director,53000,USD,US,Wisconsin,Jefferson,21 - 30 years,8 - 10 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,"Libraries, Archives, Museums",Senior Librarian,63000,USD,US,Virginia,Manassas,5-7 years,5-7 years,Master's degree
2021-04-27 11:07:00,35-44,Woman,White,Engineering or Manufacturing,Project Estimator,95000,USD,US,Michigan,Detroit,21 - 30 years,21 - 30 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,Customer Advocate,35000,USD,US,Pennsylvania,Newtown Square,11 - 20 years,11 - 20 years,Some college
2021-04-27 11:07:00,18-24,Non-binary,White,Hospitality & Events,Customer Service Specialist,33280,USD,US,Florida,,5-7 years,2 - 4 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,"Accounting, Banking & Finance",Accounts Payable Manager,56000,USD,US,Tennessee,Memphis,11 - 20 years,8 - 10 years,Some college
2021-04-27 11:07:00,35-44,Woman,White,Education (Higher Education),Associate Director,85000,USD,US,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Education (Higher Education),Editor,62000,USD,US,Texas,Dallas,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,25-34,Non-binary,White,Law,Staff Attorney,74000,USD,US,Michigan,Grand Rapids,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,Nonprofits,Program Associate,63000,USD,US,District of Columbia,DC,5-7 years,2 - 4 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,Online Sales Support Manager,86000,USD,US,New York,New York ,11 - 20 years,8 - 10 years,College degree
2021-04-27 11:07:00,35-44,Man,White,Education (Higher Education),Research Technologist,42000,USD,US,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:07:00,55-64,Man,White,Biotech,RIM Manager,114000,USD,US,Massachusetts,Cambridge,21 - 30 years,8 - 10 years,College degree
2021-04-27 11:07:00,45-54,Woman,White,Insurance,Senior Client Service Representative,73000,USD,US,Colorado,Denver,31 - 40 years,31 - 40 years,High School
2021-04-27 11:07:00,45-54,Woman,White,Health care,Clinical analyst,100000,USD,US,Georgia,Gainesville,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 11:07:00,18-24,Woman,White,Government and Public Administration,Policy Analyst ,60129,USD,US,District of Columbia,Washington DC,2 - 4 years,1 year or less,Master's degree
2021-04-27 11:07:00,45-54,Woman,White,Academia or Research,Research Scientist,135000,USD,US,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD
2021-04-27 11:07:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Service Designer,130000,USD,US,Virginia,McLean,11 - 20 years,5-7 years,College degree
2021-04-27 11:07:00,25-34,Woman,Middle Eastern or Northern African,"Libraries, Archives, Museums",Librarian,26000,USD,US,Oklahoma,Ardmore,2 - 4 years,2 - 4 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Senior Accountant,60000,USD,US,Ohio,Columbus,5-7 years,5-7 years,Master's degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,Administrative Assistant,37000,USD,US,Ohio,Shaker Heights,11 - 20 years,5-7 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Engineering or Manufacturing,User experience specialist,85000,USD,US,South Carolina,Charleston,5-7 years,5-7 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Media & Digital,Self-employed writer,45000,USD,US,Texas,Austin,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Nonprofits,Director of Development,92000,USD,US,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree
2021-04-27 11:07:00,25-34,Man,White,Engineering or Manufacturing,Production Technician,65000,USD,US,Wisconsin,Madison,5-7 years,2 - 4 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,"Marketing, Advertising & PR",Graphic Designer,35000,USD,US,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Compliance Officer,74000,USD,US,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree
2021-04-27 11:07:00,25-34,Man,"Hispanic, Latino, or Spanish origin",Engineering or Manufacturing,Director of Intelligence,102500,USD,US,Florida,Tampa,5-7 years,5-7 years,College degree
2021-04-27 11:07:00,25-34,,"Hispanic, Latino, or Spanish origin",Government and Public Administration,Program Analyst,117500,USD,US,District of Columbia,Washington DC,8 - 10 years,5-7 years,Master's degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,Coordinator of Survivor Services,70000,USD,US,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:07:00,45-54,Woman,White,Computing or Tech,Software Development Manager,140000,USD,US,Colorado,Denver,21 - 30 years,11 - 20 years,Some college
2021-04-27 11:07:00,35-44,Woman,White,Property or Construction,Project Architect,58000,USD,US,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,HR director,61200,USD,US,Illinois,Skokie,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,Recruitment or HR,Talent Acquisition Specialist,66000,USD,US,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree
2021-04-27 11:07:00,35-44,Woman,Black or African American,Computing or Tech,technical support specialist,70000,USD,US,Texas,Austin,8 - 10 years,5-7 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Education (Higher Education),Communications Specialist,52000,USD,US,Massachusetts,Boston,5-7 years,5-7 years,College degree
2021-04-27 11:07:00,45-54,Woman,White,Property or Construction,CAD Manager,75500,USD,US,Florida,,21 - 30 years,11 - 20 years,Some college
2021-04-27 11:07:00,25-34,Woman,White,"Marketing, Advertising & PR",Content Strategist and Writer,57000,USD,US,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,Nonprofits,Associate,83200,USD,US,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 11:07:00,18-24,Woman,Black or African American,"Marketing, Advertising & PR","Manager, Planning",77500,USD,US,New York,New York City ,2 - 4 years,2 - 4 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Retail,Fulfillment Expert,31200,USD,US,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree
2021-04-27 11:07:00,35-44,Woman,Another option not listed here or prefer not to answer,"Marketing, Advertising & PR",Associate Creative Director,215000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,25-34,Man,White,Academia or Research,Administrative Specialist,55000,USD,US,Illinois,Chicago,8 - 10 years,5-7 years,College degree
2021-04-27 11:07:00,45-54,Woman,Asian or Asian American,Law,Senior Corporate Counsel,220000,USD,US,California,San Francisco,11 - 20 years,11 - 20 years,PhD
2021-04-27 11:07:00,25-34,Woman,White,Retail,Head of Data & Analytics,100000,USD,US,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Computing or Tech,Systems Analyst,80000,USD,US,Oregon,Portland,5-7 years,2 - 4 years,Master's degree
2021-04-27 11:07:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Education (Higher Education),Associate Director ,63000,USD,US,Texas,El Paso,11 - 20 years,8 - 10 years,
2021-04-27 11:07:00,25-34,Woman,White,Education (Higher Education),Librarian,52500,USD,US,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree
2021-04-27 11:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Lead business controls specialist,94000,USD,US,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Engineering or Manufacturing,Product Engineer,57000,USD,US,Washington,Seattle,5-7 years,5-7 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Computing or Tech,Senior Technical Writer,83000,USD,US,California,San Diego,8 - 10 years,5-7 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Nonprofits,Senior Director,90000,USD,US,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree
2021-04-27 11:07:00,35-44,Woman,White,Hospitality & Events,Hotel Sales Manager,66950,USD,US,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree
2021-04-27 11:07:00,25-34,Woman,Asian or Asian American,Government and Public Administration,Planner,76000,USD,US,California,Merced,2 - 4 years,2 - 4 years,College degree
2021-04-27 11:07:00,25-34,Woman,White,Nonprofits,Information and Program Manager,70000,USD,US,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree
2021-04-27 11:08:00,25-34,Non-binary,White,Education (Higher Education),Assistant Professor,60000,USD,US,Alabama,Birmingham,2 - 4 years,2 - 4 years,PhD
2021-04-27 11:08:00,35-44,Woman,White,Engineering or Manufacturing,Media and PR,80000,USD,US,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,35-44,Woman,White,Nonprofits,Technical assistance provider,70000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,25-34,Woman,White,Education (Higher Education),Library Specialist,34299,USD,US,Maine,Portland,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 11:08:00,35-44,Woman,White,Education (Higher Education),"Assistant Director, Student Affairs",50000,USD,US,New York,Westchester,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,35-44,Woman,White,Hospitality & Events,Director of Client Services,85000,USD,US,New York,New York City,11 - 20 years,5-7 years,College degree
2021-04-27 11:08:00,35-44,Woman,White,Retail,Loss prevention manager,87000,USD,US,California,San Jose,8 - 10 years,2 - 4 years,High School
2021-04-27 11:08:00,35-44,Woman,White,Law,Associate Attorney,125000,USD,US,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree
2021-04-27 11:08:00,35-44,Woman,White,Property or Construction,Administrative Associate,55000,USD,US,Texas,Dallas,11 - 20 years,5-7 years,Some college
2021-04-27 11:08:00,55-64,Woman,White,Law,Attorney,275000,USD,US,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree
2021-04-27 11:08:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Animal Care,Operations Manager,48500,USD,US,Massachusetts,Boston,5-7 years,2 - 4 years,College degree
2021-04-27 11:08:00,35-44,Woman,White,Engineering or Manufacturing,Software engineer,139000,USD,US,Washington,Seattle,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:08:00,25-34,Woman,White,Law,Paralegal / Legal Assistant,54080,USD,US,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree
2021-04-27 11:08:00,35-44,Woman,White,Insurance,Manager & Actuary,170000,USD,US,New York,New York,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 11:08:00,45-54,Man,White,Education (Primary/Secondary),Librarian,70000,USD,US,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,25-34,Woman,White,Nonprofits,Communications Associate,53000,USD,US,District of Columbia,Washington,5-7 years,2 - 4 years,College degree
2021-04-27 11:08:00,35-44,Woman,White,Health care,Cytotechnologist ,82160,USD,US,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,25-34,Woman,White,Recruitment or HR,Onboarding Partner,71000,USD,US,New York,buffalo,11 - 20 years,2 - 4 years,College degree
2021-04-27 11:08:00,18-24,Woman,"Hispanic, Latino, or Spanish origin",Engineering or Manufacturing,Graduate Research Assitant,25700,USD,US,Indiana,West Lafayette,5-7 years,5-7 years,College degree
2021-04-27 11:08:00,25-34,Woman,White,Politics,Deputy C-level,105000,USD,US,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree
2021-04-27 11:08:00,35-44,Woman,White,Education (Higher Education),"Librarian, non-supervisory",77000,USD,US,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,35-44,Woman,White,Health care,Content Strategist,50000,USD,US,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree
2021-04-27 11:08:00,25-34,Non-binary,White,Government and Public Administration,Public Service Tech,31616,USD,US,Georgia,,5-7 years,2 - 4 years,College degree
2021-04-27 11:08:00,35-44,Woman,White,Government and Public Administration,EOS,95000,USD,US,New York,New York,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 11:08:00,18-24,Woman,White,Business or Consulting,Data Analyst,62000,USD,US,Massachusetts,Braintree,1 year or less,1 year or less,College degree
2021-04-27 11:08:00,35-44,Woman,White,Engineering or Manufacturing,Sr Associate - Quality Assurance,75000,USD,US,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree
2021-04-27 11:08:00,25-34,Non-binary,White,Education (Primary/Secondary),High school teacher ,71000,USD,US,New York,New York ,5-7 years,5-7 years,College degree
2021-04-27 11:08:00,45-54,Woman,White,Computing or Tech,Business Analyst,88000,USD,US,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 11:08:00,25-34,Woman,Asian or Asian American,Property or Construction,Assistant to Property Managers,31500,USD,US,South Carolina,Columbia,8 - 10 years,2 - 4 years,College degree
2021-04-27 11:08:00,25-34,Woman,White,Health care,IT Training Specialist,76000,USD,US,Massachusetts,Woburn,5-7 years,2 - 4 years,Master's degree
2021-04-27 11:08:00,35-44,Non-binary,White,Health care,Principal Statistical Programmer,165000,USD,US,Massachusetts,Boston ,21 - 30 years,21 - 30 years,College degree
2021-04-27 11:08:00,25-34,Woman,"Hispanic, Latino, or Spanish origin","Accounting, Banking & Finance",Reporting Analyst ,45760,USD,US,California,Anaheim,11 - 20 years,2 - 4 years,Some college
2021-04-27 11:08:00,25-34,Woman,White,"Marketing, Advertising & PR",Communications Manager,86000,USD,US,Florida,Orlando,5-7 years,5-7 years,College degree
2021-04-27 11:08:00,25-34,Woman,White,Education (Higher Education),Admissions Advisor,56000,USD,US,Wisconsin,Appleton,8 - 10 years,5-7 years,Master's degree
2021-04-27 11:08:00,25-34,Woman,White,Computing or Tech,Business Development Specialist,67000,USD,US,Minnesota,Bloomington,8 - 10 years,2 - 4 years,College degree
